id,model_name,layer,column_name,expression,origin_table,origin_column,transformation_type,transformation_chain,transformation_chain_plain,description
CL0338,obt_cpe_lifecycle,obt,days_since_deployment,e.days_since_deployment,dim_equipment,days_since_deployment,direct,,,Days elapsed between startup_date and current date. Input to BG003 defect rate.
CL0339,obt_cpe_lifecycle,obt,material_description,m.material_description,dim_material,material_description,direct,,,Material short text from MAKT (the type/SKU this equipment instance belongs to).
CL0340,obt_cpe_lifecycle,obt,material_group,m.material_group,dim_material,material_group,direct,,,Material group classification.
CL0341,obt_cpe_lifecycle,obt,equipment_category,m.equipment_category,dim_material,equipment_category,direct,,,Derived CPE category (router / ONT / set-top-box / modem / switch / other).
CL0342,obt_cpe_lifecycle,obt,gross_weight_kg,m.gross_weight_kg,dim_material,gross_weight_kg,direct,,,"Equipment gross weight in kilograms (MARA.BRGEW), used for logistics planning."
CL0343,obt_goods_movements,obt,material_document_number,f.material_document_number,fact_goods_movements,material_document_number,direct,,,Material document number (MKPF.MBLNR) — unique per goods-movement transaction header.
CL0344,obt_goods_movements,obt,fiscal_year,f.fiscal_year,fact_goods_movements,fiscal_year,direct,,,Fiscal year of the material document (MKPF.MJAHR).
CL0345,obt_goods_movements,obt,document_item,f.document_item,fact_goods_movements,document_item,direct,,,Line number within the material document (MSEG.ZEILE).
CL0346,obt_goods_movements,obt,posting_date,f.posting_date,fact_goods_movements,posting_date,direct,,,Posting date of the goods movement (MKPF.BUDAT).
CL0347,obt_goods_movements,obt,posting_year,d.year,dim_date,year,direct,,,Calendar year derived from posting_date.
CL0348,obt_goods_movements,obt,posting_quarter,d.quarter,dim_date,quarter,direct,,,Calendar quarter (1-4) derived from posting_date.
CL0349,obt_goods_movements,obt,posting_month,d.month,dim_date,month,direct,,,Calendar month (1-12) derived from posting_date.
CL0350,obt_goods_movements,obt,posting_year_month,d.year_month,dim_date,year_month,direct,,,Formatted year-month key (e.g. '2026-04').
CL0351,obt_goods_movements,obt,movement_type,f.movement_type,fact_goods_movements,movement_type,direct,,,"Movement type code (BWART), e.g. 101=GR for PO, 201=goods issue, 161=customer return."
CL0352,obt_goods_movements,obt,movement_description,mt.description_en,dim_movement_type,description_en,direct,,,English description of the movement type from dim_movement_type.
CL0353,obt_goods_movements,obt,movement_category,f.movement_category,fact_goods_movements,movement_category,direct,,,Derived label: goods_receipt / gr_reversal / vendor_return / customer_return / deployment / gi_reversal / plant_transfer / initial_stock / other.
CL0354,obt_goods_movements,obt,movement_direction,f.movement_direction,fact_goods_movements,movement_direction,direct,,,Stock-impact direction: inbound (101/161/202/561) / outbound (102/122/201) / transfer (301) / unknown.
CL0355,obt_goods_movements,obt,quantity,f.quantity,fact_goods_movements,quantity,direct,,,"Raw movement quantity (MSEG.MENGE), always positive regardless of direction."
CL0356,obt_goods_movements,obt,signed_quantity,f.signed_quantity,fact_goods_movements,signed_quantity,direct,,,"Directional quantity: positive for inbound (stock increase), negative for outbound (stock decrease), zero for transfers. Used for net stock-impact aggregation."
CL0357,obt_goods_movements,obt,amount_local_currency,f.amount_local_currency,fact_goods_movements,amount_local_currency,direct,,,Movement value in local currency (MSEG.DMBTR).
CL0358,obt_goods_movements,obt,material_number,f.material_number,fact_goods_movements,material_number,direct,,,Material number (MATNR) of the moved material.
CL0359,obt_goods_movements,obt,material_description,m.material_description,dim_material,material_description,direct,,,Material short text from MAKT.
CL0360,obt_goods_movements,obt,equipment_category,m.equipment_category,dim_material,equipment_category,direct,,,Derived CPE category for the moved material.
CL0361,obt_goods_movements,obt,plant,f.plant,fact_goods_movements,plant,direct,,,Plant where the movement was posted (MSEG.WERKS).
CL0362,obt_goods_movements,obt,plant_name,p.plant_name,dim_plant,plant_name,direct,,,Plant name from dim_plant.
CL0363,obt_goods_movements,obt,storage_location,f.storage_location,fact_goods_movements,storage_location,direct,,,Storage location within the plant (MSEG.LGORT).
CL0364,obt_goods_movements,obt,purchase_order_number,f.purchase_order_number,fact_goods_movements,purchase_order_number,direct,,,"Reference PO number for this movement, if any (MSEG.EBELN). NULL for non-PO movements."
CL0365,obt_goods_movements,obt,vendor_id,f.vendor_id,fact_goods_movements,vendor_id,direct,,,Vendor account number for PO-related movements (MSEG.LIFNR).
CL0366,obt_goods_movements,obt,has_po_reference,f.has_po_reference,fact_goods_movements,has_po_reference,direct,,,TRUE when purchase_order_number is non-empty — distinguishes PO-driven movements from internal ones.
CL0367,obt_goods_movements,obt,posted_by,f.posted_by,fact_goods_movements,posted_by,direct,,,SAP user who posted the material document (MKPF.USNAM).
CL0368,obt_inventory_health,obt,material_number,fi.material_number,fact_inventory,material_number,direct,,,Material number (MATNR).
CL0369,obt_inventory_health,obt,material_description,m.material_description,dim_material,material_description,direct,,,Material short text from MAKT.
CL0370,obt_inventory_health,obt,equipment_category,m.equipment_category,dim_material,equipment_category,direct,,,Derived CPE category.
CL0371,obt_inventory_health,obt,material_group,m.material_group,dim_material,material_group,direct,,,Material group (MARA.MATKL).
CL0372,obt_inventory_health,obt,plant_code,fi.plant_code,fact_inventory,plant_code,direct,,,Plant code (T001W.WERKS).
CL0373,obt_inventory_health,obt,plant_name,p.plant_name,dim_plant,plant_name,direct,,,Plant name (T001W.NAME1).
CL0374,obt_inventory_health,obt,plant_city,p.plant_city,dim_plant,plant_city,direct,,,Plant city (T001W.ORT01).
CL0375,obt_inventory_health,obt,storage_location,fi.storage_location,fact_inventory,storage_location,direct,,,Storage location code (T001L.LGORT).
CL0376,obt_inventory_health,obt,storage_location_name,sl.storage_location_name,dim_storage_location,storage_location_name,direct,,,Storage location name (T001L.LGOBE).
CL0377,obt_inventory_health,obt,location_type,sl.location_type,dim_storage_location,location_type,direct,,,Derived storage-location type (warehouse / staging / quality / blocked).
CL0378,obt_inventory_health,obt,unrestricted_stock,fi.unrestricted_stock,fact_inventory,unrestricted_stock,direct,,,Stock available for normal use (MARD.LABST).
CL0379,obt_inventory_health,obt,quality_inspection_stock,fi.quality_inspection_stock,fact_inventory,quality_inspection_stock,direct,,,Stock under quality inspection hold (MARD.INSME).
CL0380,obt_inventory_health,obt,blocked_stock,fi.blocked_stock,fact_inventory,blocked_stock,direct,,,"BG022: stock blocked from use (MARD.SPEME) — quality issues, compliance holds."
CL0381,obt_inventory_health,obt,total_stock,fi.total_stock,fact_inventory,total_stock,direct,,,Sum of unrestricted + quality_inspection + blocked stock.
CL0382,obt_inventory_health,obt,is_zero_stock,fi.is_zero_stock,fact_inventory,is_zero_stock,direct,,,BG021: TRUE when unrestricted_stock <= 0.
CL0383,obt_inventory_health,obt,has_blocked_stock,fi.has_blocked_stock,fact_inventory,has_blocked_stock,direct,,,TRUE when blocked_stock > 0 — exception flag.
CL0384,obt_inventory_health,obt,has_qi_stock,fi.has_qi_stock,fact_inventory,has_qi_stock,direct,,,TRUE when quality_inspection_stock > 0 — exception flag.
CL0385,obt_procurement_overview,obt,purchase_order_number,f.purchase_order_number,fact_purchase_orders,purchase_order_number,direct,,,PO document number (SAP EKKO.EBELN). Unique per PO header.
CL0386,obt_procurement_overview,obt,po_item_number,f.po_item_number,fact_purchase_orders,po_item_number,direct,,,PO line item number within the PO header (SAP EKPO.EBELP).
CL0387,obt_procurement_overview,obt,po_date,f.po_date,fact_purchase_orders,po_date,direct,,,PO header creation date (EKKO.BEDAT).
CL0388,obt_procurement_overview,obt,po_year,d.year,dim_date,year,direct,,,"Calendar year of po_date, from dim_date."
CL0389,obt_procurement_overview,obt,po_quarter,d.quarter,dim_date,quarter,direct,,,Calendar quarter (1-4) of po_date.
CL0390,obt_procurement_overview,obt,po_month,d.month,dim_date,month,direct,,,Calendar month (1-12) of po_date.
CL0391,obt_procurement_overview,obt,po_year_quarter,d.year_quarter,dim_date,year_quarter,direct,,,Formatted year-quarter key (e.g. '2026-Q2') for grouping.
CL0392,obt_procurement_overview,obt,po_year_month,d.year_month,dim_date,year_month,direct,,,Formatted year-month key (e.g. '2026-04') for monthly aggregation.
CL0393,obt_procurement_overview,obt,vendor_id,v.vendor_id,dim_vendor,vendor_id,direct,,,Vendor account number (LIFNR). Joins to dim_vendor / sat_vendor_general.
CL0394,obt_procurement_overview,obt,vendor_name,v.vendor_name,dim_vendor,vendor_name,direct,,,Vendor display name from sat_vendor_general.
CL0395,obt_procurement_overview,obt,vendor_country,v.country_code,dim_vendor,country_code,direct,,,Vendor country code (ISO 2-char) from LFA1.
CL0396,obt_procurement_overview,obt,vendor_city,v.city,dim_vendor,city,direct,,,Vendor city from LFA1.
CL0397,obt_procurement_overview,obt,vendor_region,v.vendor_region,dim_vendor,vendor_region,direct,,,Derived vendor region grouping (Europe / APAC / Americas / Other) for concentration analysis.
CL0398,obt_procurement_overview,obt,payment_terms,v.payment_terms,dim_vendor,payment_terms,direct,,,"Vendor payment terms code (LFB1.ZTERM), e.g. NET30."
CL0399,obt_procurement_overview,obt,material_number,f.material_number,fact_purchase_orders,material_number,direct,,,Material number (MATNR). Identifies the CPE type / SKU.
CL0400,obt_procurement_overview,obt,material_description,m.material_description,dim_material,material_description,direct,,,Material short text from MAKT.MAKTX.
CL0401,obt_procurement_overview,obt,material_group,m.material_group,dim_material,material_group,direct,,,Material group (MARA.MATKL) — coarse procurement category.
CL0402,obt_procurement_overview,obt,equipment_category,m.equipment_category,dim_material,equipment_category,direct,,,Derived CPE category (router / ONT / set-top-box / modem / switch / other) from material attributes.
CL0403,obt_procurement_overview,obt,plant,f.plant,fact_purchase_orders,plant,direct,,,Receiving plant code (WERKS) — physical warehouse location.
CL0404,obt_procurement_overview,obt,storage_location,f.storage_location,fact_purchase_orders,storage_location,direct,,,Storage location within the plant (LGORT).
CL0405,obt_procurement_overview,obt,cost_center,f.cost_center,fact_purchase_orders,cost_center,direct,,,"Cost center (KOSTL) charged for the PO line, from sat_po_account."
CL0406,obt_procurement_overview,obt,ordered_quantity,f.ordered_quantity,fact_purchase_orders,ordered_quantity,direct,,,Quantity ordered on the PO line (EKPO.MENGE).
CL0407,obt_procurement_overview,obt,unit_price,f.unit_price,fact_purchase_orders,unit_price,direct,,,Per-unit price on the PO line (EKPO.NETPR).
CL0408,obt_procurement_overview,obt,net_value,f.net_value,fact_purchase_orders,net_value,direct,,,Net value of the PO line in document currency (EKPO.NETWR).
CL0409,obt_procurement_overview,obt,currency,f.currency,fact_purchase_orders,currency,direct,,,PO transaction currency code (EKKO.WAERS).
CL0410,obt_procurement_overview,obt,received_quantity,f.received_quantity,fact_purchase_orders,received_quantity,direct,,,"Total goods-receipt quantity for this PO line, summed from BWART='101' postings only (excludes 102 reversals)."
CL0411,obt_procurement_overview,obt,received_value,f.received_value,fact_purchase_orders,received_value,direct,,,Received quantity × unit_price — economic value actually delivered against the PO line.
CL0412,obt_procurement_overview,obt,scheduled_delivery_date,f.scheduled_delivery_date,fact_purchase_orders,scheduled_delivery_date,direct,,,Vendor-committed delivery date from sat_po_schedule (EKET.EINDT).
CL0413,obt_procurement_overview,obt,first_gr_date,f.first_gr_date,fact_purchase_orders,first_gr_date,direct,,,Date of the earliest goods receipt against this PO (any line). Anchor for lead-time and OTD calculations.
CL0414,obt_procurement_overview,obt,delivery_status,f.delivery_status,fact_purchase_orders,delivery_status,direct,,,"BG013 classification: pending (no GR yet), partially_received (received < ordered), fully_received (received >= ordered)."
CL0415,obt_procurement_overview,obt,lead_time_days,f.lead_time_days,fact_purchase_orders,lead_time_days,direct,,,BG001: days from po_date to first_gr_date (NULL if no GR yet).
CL0416,obt_procurement_overview,obt,is_on_time,f.is_on_time,fact_purchase_orders,is_on_time,direct,,,BG002: TRUE if first_gr_date <= scheduled_delivery_date + 2-day tolerance.
CL0417,obt_procurement_overview,obt,po_cycle_days,f.po_cycle_days,fact_purchase_orders,po_cycle_days,direct,,,BG008: days from purchase requisition date to po_date.
CL0418,obt_procurement_overview,obt,pr_date,f.pr_date,fact_purchase_orders,pr_date,direct,,,Purchase requisition creation date (EBAN.BADAT).
CL0419,obt_procurement_overview,obt,processing_status,f.processing_status,fact_purchase_orders,processing_status,direct,,,PO header processing status (EKKO.PROCSTAT) — open / approved / blocked etc.
CL0420,obt_procurement_overview,obt,document_type,f.document_type,fact_purchase_orders,document_type,direct,,,"PO document type (EKKO.BSART), e.g. NB=standard, FO=framework, UB=stock transfer."
CL0421,obt_procurement_overview,obt,purchasing_organization,f.purchasing_organization,fact_purchase_orders,purchasing_organization,direct,,,Purchasing organization (EKORG) responsible for the PO.
CL0422,obt_procurement_overview,obt,purchasing_group,f.purchasing_group,fact_purchase_orders,purchasing_group,direct,,,Purchasing group (EKGRP) — buyer team within the purchasing org.
CL0423,obt_procurement_overview,obt,created_by,f.created_by,fact_purchase_orders,created_by,direct,,,SAP user who created the PO header (EKKO.ERNAM).
CL0424,obt_vendor_scorecard,obt,*,vq.*,,vq,derived,,,
CL0425,obt_vendor_scorecard,obt,vendor_spend_share,"CASE WHEN qt.quarter_total_spend > 0
        THEN ROUND(vq.total_spend / qt.quarter_total_spend, 4)
        ELSE 0
    END",fact_purchase_orders,net_value,case_when,"SUM(f.net_value);SUM(total_spend);CASE WHEN qt.quarter_total_spend > 0
        THEN ROUND(vq.total_spend / qt.quarter_total_spend, 4)
        ELSE 0
    END",Total net value per vendor;Total spend per vendor per quarter;Vendor's share of quarterly spend,BG014: vendor's total_spend divided by quarter-wide total spend (0..1).
CL0426,obt_vendor_scorecard,obt,concentration_risk_flag,"CASE WHEN qt.quarter_total_spend > 0
        AND (vq.total_spend / qt.quarter_total_spend) > 0.60
        THEN TRUE ELSE FALSE
    END",fact_purchase_orders,net_value,case_when,"SUM(f.net_value);SUM(total_spend);CASE WHEN qt.quarter_total_spend > 0
        AND (vq.total_spend / qt.quarter_total_spend) > 0.60
        THEN TRUE ELSE FALSE
    END",Total spend per vendor per quarter;Total spend across all vendors per quarter;Vendor exceeds 60% of quarterly spend,BG010: TRUE when vendor_spend_share > 0.60 in the quarter.
CL0427,obt_vendor_scorecard,obt,fulfillment_rate,"CASE WHEN vq.total_ordered_qty > 0
        THEN ROUND(vq.total_received_qty / vq.total_ordered_qty, 4)
        ELSE 0
    END",fact_purchase_orders,ordered_quantity,case_when,"SUM(f.ordered_quantity);CASE WHEN vq.total_ordered_qty > 0
        THEN ROUND(vq.total_received_qty / vq.total_ordered_qty, 4)
        ELSE 0
    END",Total units ordered from vendor;Vendor fulfillment rate as received vs ordered,BG015: total_received_qty / total_ordered_qty for the quarter (0..1).
CL0428,stg_sap__bkpf,staging,BUKRS,BUKRS,raw_sap.bkpf,BUKRS,direct,,,
CL0429,stg_sap__bkpf,staging,BELNR,BELNR,raw_sap.bkpf,BELNR,direct,,,
CL0430,stg_sap__bkpf,staging,GJAHR,GJAHR,raw_sap.bkpf,GJAHR,direct,,,
CL0431,stg_sap__bkpf,staging,BLART,BLART,raw_sap.bkpf,BLART,direct,,,
CL0432,stg_sap__bkpf,staging,BUDAT,"CASE WHEN BUDAT IS NOT NULL AND BUDAT != '' AND LENGTH(BUDAT) = 8
        THEN CAST(SUBSTR(BUDAT, 1, 4) || '-' || SUBSTR(BUDAT, 5, 2) || '-' || SUBSTR(BUDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.bkpf,BUDAT,case_when,,,
CL0433,stg_sap__bkpf,staging,BLDAT,"CASE WHEN BLDAT IS NOT NULL AND BLDAT != '' AND LENGTH(BLDAT) = 8
        THEN CAST(SUBSTR(BLDAT, 1, 4) || '-' || SUBSTR(BLDAT, 5, 2) || '-' || SUBSTR(BLDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.bkpf,BLDAT,case_when,,,
CL0434,stg_sap__bkpf,staging,USNAM,USNAM,raw_sap.bkpf,USNAM,direct,,,
CL0435,stg_sap__bkpf,staging,XBLNR,XBLNR,raw_sap.bkpf,XBLNR,direct,,,
CL0436,stg_sap__bkpf,staging,BKTXT,BKTXT,raw_sap.bkpf,BKTXT,direct,,,
CL0437,stg_sap__bkpf,staging,AWTYP,AWTYP,raw_sap.bkpf,AWTYP,direct,,,
CL0438,stg_sap__bkpf,staging,AWKEY,AWKEY,raw_sap.bkpf,AWKEY,direct,,,
CL0439,stg_sap__bkpf,staging,record_source,'SAP_FI_BKPF',raw_sap.bkpf,record_source,constant,,,
CL0440,stg_sap__bkpf,staging,load_date,CURRENT_TIMESTAMP,raw_sap.bkpf,CURRENT_TIMESTAMP,direct,,,
CL0441,stg_sap__bseg,staging,BUKRS,BUKRS,raw_sap.bseg,BUKRS,direct,,,
CL0442,stg_sap__bseg,staging,BELNR,BELNR,raw_sap.bseg,BELNR,direct,,,
CL0443,stg_sap__bseg,staging,GJAHR,GJAHR,raw_sap.bseg,GJAHR,direct,,,
CL0444,stg_sap__bseg,staging,BUZEI,BUZEI,raw_sap.bseg,BUZEI,direct,,,
CL0445,stg_sap__bseg,staging,BSCHL,BSCHL,raw_sap.bseg,BSCHL,direct,,,
CL0446,stg_sap__bseg,staging,HKONT,HKONT,raw_sap.bseg,HKONT,direct,,,
CL0447,stg_sap__bseg,staging,DMBTR,"CAST(DMBTR AS DECIMAL(13, 2))",raw_sap.bseg,DMBTR,type_cast,,,
CL0448,stg_sap__bseg,staging,WRBTR,"CAST(WRBTR AS DECIMAL(13, 2))",raw_sap.bseg,WRBTR,type_cast,,,
CL0449,stg_sap__bseg,staging,SHKZG,SHKZG,raw_sap.bseg,SHKZG,direct,,,
CL0450,stg_sap__bseg,staging,WAERS,WAERS,raw_sap.bseg,WAERS,direct,,,
CL0451,stg_sap__bseg,staging,MATNR,MATNR,raw_sap.bseg,MATNR,direct,,,
CL0452,stg_sap__bseg,staging,WERKS,WERKS,raw_sap.bseg,WERKS,direct,,,
CL0453,stg_sap__bseg,staging,record_source,'SAP_FI_BSEG',raw_sap.bseg,record_source,constant,,,
CL0454,stg_sap__bseg,staging,load_date,CURRENT_TIMESTAMP,raw_sap.bseg,CURRENT_TIMESTAMP,direct,,,
CL0455,stg_sap__eban,staging,BANFN,BANFN,raw_sap.eban,BANFN,direct,,,Purchase requisition number (business key)
CL0456,stg_sap__eban,staging,BNFPO,BNFPO,raw_sap.eban,BNFPO,direct,,,
CL0457,stg_sap__eban,staging,MATNR,MATNR,raw_sap.eban,MATNR,direct,,,
CL0458,stg_sap__eban,staging,WERKS,WERKS,raw_sap.eban,WERKS,direct,,,
CL0459,stg_sap__eban,staging,LGORT,LGORT,raw_sap.eban,LGORT,direct,,,
CL0460,stg_sap__eban,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.eban,MENGE,type_cast,,,
CL0461,stg_sap__eban,staging,MEINS,MEINS,raw_sap.eban,MEINS,direct,,,
CL0462,stg_sap__eban,staging,PREIS,"CAST(PREIS AS DECIMAL(11, 2))",raw_sap.eban,PREIS,type_cast,,,
CL0463,stg_sap__eban,staging,BADAT,"CASE WHEN BADAT IS NOT NULL AND BADAT != '' AND LENGTH(BADAT) = 8
        THEN CAST(SUBSTR(BADAT, 1, 4) || '-' || SUBSTR(BADAT, 5, 2) || '-' || SUBSTR(BADAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.eban,BADAT,case_when,,,
CL0464,stg_sap__eban,staging,FRGDT,"CASE WHEN FRGDT IS NOT NULL AND FRGDT != '' AND LENGTH(FRGDT) = 8
        THEN CAST(SUBSTR(FRGDT, 1, 4) || '-' || SUBSTR(FRGDT, 5, 2) || '-' || SUBSTR(FRGDT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.eban,FRGDT,case_when,,,
CL0465,stg_sap__eban,staging,ERNAM,ERNAM,raw_sap.eban,ERNAM,direct,,,
CL0466,stg_sap__eban,staging,ESTKZ,ESTKZ,raw_sap.eban,ESTKZ,direct,,,
CL0467,stg_sap__eban,staging,STATU,STATU,raw_sap.eban,STATU,direct,,,
CL0468,stg_sap__eban,staging,EKGRP,EKGRP,raw_sap.eban,EKGRP,direct,,,
CL0469,stg_sap__eban,staging,EKORG,EKORG,raw_sap.eban,EKORG,direct,,,
CL0470,stg_sap__eban,staging,record_source,'SAP_MM_EBAN',raw_sap.eban,record_source,constant,,,
CL0471,stg_sap__eban,staging,load_date,CURRENT_TIMESTAMP,raw_sap.eban,CURRENT_TIMESTAMP,direct,,,
CL0472,stg_sap__ebkn,staging,BANFN,BANFN,raw_sap.ebkn,BANFN,direct,,,
CL0473,stg_sap__ebkn,staging,BNFPO,BNFPO,raw_sap.ebkn,BNFPO,direct,,,
CL0474,stg_sap__ebkn,staging,SAKTO,SAKTO,raw_sap.ebkn,SAKTO,direct,,,
CL0475,stg_sap__ebkn,staging,KOSTL,KOSTL,raw_sap.ebkn,KOSTL,direct,,,
CL0476,stg_sap__ebkn,staging,record_source,'SAP_MM_EBKN',raw_sap.ebkn,record_source,constant,,,
CL0477,stg_sap__ebkn,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ebkn,CURRENT_TIMESTAMP,direct,,,
CL0478,stg_sap__ekbe,staging,EBELN,EBELN,raw_sap.ekbe,EBELN,direct,,,
CL0479,stg_sap__ekbe,staging,EBELP,EBELP,raw_sap.ekbe,EBELP,direct,,,
CL0480,stg_sap__ekbe,staging,ZEKKN,ZEKKN,raw_sap.ekbe,ZEKKN,direct,,,
CL0481,stg_sap__ekbe,staging,VGABE,VGABE,raw_sap.ekbe,VGABE,direct,,,
CL0482,stg_sap__ekbe,staging,GJAHR,GJAHR,raw_sap.ekbe,GJAHR,direct,,,
CL0483,stg_sap__ekbe,staging,BELNR,BELNR,raw_sap.ekbe,BELNR,direct,,,
CL0484,stg_sap__ekbe,staging,BUZEI,BUZEI,raw_sap.ekbe,BUZEI,direct,,,
CL0485,stg_sap__ekbe,staging,BUDAT,"CASE WHEN BUDAT IS NOT NULL AND BUDAT != '' AND LENGTH(BUDAT) = 8
        THEN CAST(SUBSTR(BUDAT, 1, 4) || '-' || SUBSTR(BUDAT, 5, 2) || '-' || SUBSTR(BUDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.ekbe,BUDAT,case_when,,,
CL0486,stg_sap__ekbe,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.ekbe,MENGE,type_cast,,,
CL0487,stg_sap__ekbe,staging,DMBTR,"CAST(DMBTR AS DECIMAL(13, 2))",raw_sap.ekbe,DMBTR,type_cast,,,
CL0488,stg_sap__ekbe,staging,WAERS,WAERS,raw_sap.ekbe,WAERS,direct,,,
CL0489,stg_sap__ekbe,staging,BWART,BWART,raw_sap.ekbe,BWART,direct,,,
CL0490,stg_sap__ekbe,staging,record_source,'SAP_MM_EKBE',raw_sap.ekbe,record_source,constant,,,
CL0491,stg_sap__ekbe,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ekbe,CURRENT_TIMESTAMP,direct,,,
CL0492,stg_sap__eket,staging,EBELN,EBELN,raw_sap.eket,EBELN,direct,,,
CL0493,stg_sap__eket,staging,EBELP,EBELP,raw_sap.eket,EBELP,direct,,,
CL0494,stg_sap__eket,staging,ETENR,ETENR,raw_sap.eket,ETENR,direct,,,
CL0495,stg_sap__eket,staging,EINDT,"CASE WHEN EINDT IS NOT NULL AND EINDT != '' AND LENGTH(EINDT) = 8
        THEN CAST(SUBSTR(EINDT, 1, 4) || '-' || SUBSTR(EINDT, 5, 2) || '-' || SUBSTR(EINDT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.eket,EINDT,case_when,,,
CL0496,stg_sap__eket,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.eket,MENGE,type_cast,,,
CL0497,stg_sap__eket,staging,WEMNG,"CAST(WEMNG AS DECIMAL(13, 3))",raw_sap.eket,WEMNG,type_cast,,,
CL0498,stg_sap__eket,staging,record_source,'SAP_MM_EKET',raw_sap.eket,record_source,constant,,,
CL0499,stg_sap__eket,staging,load_date,CURRENT_TIMESTAMP,raw_sap.eket,CURRENT_TIMESTAMP,direct,,,
CL0500,stg_sap__ekkn,staging,EBELN,EBELN,raw_sap.ekkn,EBELN,direct,,,
CL0501,stg_sap__ekkn,staging,EBELP,EBELP,raw_sap.ekkn,EBELP,direct,,,
CL0502,stg_sap__ekkn,staging,ZEKKN,ZEKKN,raw_sap.ekkn,ZEKKN,direct,,,
CL0503,stg_sap__ekkn,staging,SAKTO,SAKTO,raw_sap.ekkn,SAKTO,direct,,,
CL0504,stg_sap__ekkn,staging,KOSTL,KOSTL,raw_sap.ekkn,KOSTL,direct,,,
CL0505,stg_sap__ekkn,staging,record_source,'SAP_MM_EKKN',raw_sap.ekkn,record_source,constant,,,
CL0506,stg_sap__ekkn,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ekkn,CURRENT_TIMESTAMP,direct,,,
CL0507,stg_sap__ekko,staging,EBELN,EBELN,raw_sap.ekko,EBELN,direct,,,Purchasing document number (business key)
CL0508,stg_sap__ekko,staging,BUKRS,BUKRS,raw_sap.ekko,BUKRS,direct,,,
CL0509,stg_sap__ekko,staging,BSTYP,BSTYP,raw_sap.ekko,BSTYP,direct,,,
CL0510,stg_sap__ekko,staging,BSART,BSART,raw_sap.ekko,BSART,direct,,,
CL0511,stg_sap__ekko,staging,LIFNR,LIFNR,raw_sap.ekko,LIFNR,direct,,,Vendor account number (FK to LFA1)
CL0512,stg_sap__ekko,staging,EKORG,EKORG,raw_sap.ekko,EKORG,direct,,,
CL0513,stg_sap__ekko,staging,EKGRP,EKGRP,raw_sap.ekko,EKGRP,direct,,,
CL0514,stg_sap__ekko,staging,BEDAT,"CASE WHEN BEDAT IS NOT NULL AND BEDAT != '' AND LENGTH(BEDAT) = 8
        THEN CAST(SUBSTR(BEDAT, 1, 4) || '-' || SUBSTR(BEDAT, 5, 2) || '-' || SUBSTR(BEDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.ekko,BEDAT,case_when,,,
CL0515,stg_sap__ekko,staging,KDATB,"CASE WHEN KDATB IS NOT NULL AND KDATB != '' AND LENGTH(KDATB) = 8
        THEN CAST(SUBSTR(KDATB, 1, 4) || '-' || SUBSTR(KDATB, 5, 2) || '-' || SUBSTR(KDATB, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.ekko,KDATB,case_when,,,
CL0516,stg_sap__ekko,staging,KDATE,"CASE WHEN KDATE IS NOT NULL AND KDATE != '' AND LENGTH(KDATE) = 8
        THEN CAST(SUBSTR(KDATE, 1, 4) || '-' || SUBSTR(KDATE, 5, 2) || '-' || SUBSTR(KDATE, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.ekko,KDATE,case_when,,,
CL0517,stg_sap__ekko,staging,WAERS,WAERS,raw_sap.ekko,WAERS,direct,,,
CL0518,stg_sap__ekko,staging,WKURS,"CAST(WKURS AS DECIMAL(9, 5))",raw_sap.ekko,WKURS,type_cast,,,
CL0519,stg_sap__ekko,staging,ERNAM,ERNAM,raw_sap.ekko,ERNAM,direct,,,
CL0520,stg_sap__ekko,staging,AEDAT,"CASE WHEN AEDAT IS NOT NULL AND AEDAT != '' AND LENGTH(AEDAT) = 8
        THEN CAST(SUBSTR(AEDAT, 1, 4) || '-' || SUBSTR(AEDAT, 5, 2) || '-' || SUBSTR(AEDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.ekko,AEDAT,case_when,,,
CL0521,stg_sap__ekko,staging,PROCSTAT,PROCSTAT,raw_sap.ekko,PROCSTAT,direct,,,
CL0522,stg_sap__ekko,staging,RLWRT,"CAST(RLWRT AS DECIMAL(15, 2))",raw_sap.ekko,RLWRT,type_cast,,,
CL0523,stg_sap__ekko,staging,BANFN,BANFN,raw_sap.ekko,BANFN,direct,,,
CL0524,stg_sap__ekko,staging,record_source,'SAP_MM_EKKO',raw_sap.ekko,record_source,constant,,,
